"channel","inventory_row_type","province","city","suburb","area","outlet_name","inventory_name","package_name","slot_label","media_subtype","rate_type","pricing_basis","internal_cost_zar","reference_sell_value_zar","estimated_gross_margin_zar","estimated_gross_margin_percent","raw_rate_zar","cost_zar","investment_zar","cost_per_month_zar","value_zar","inventory_key","source_type"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Soccerzone","Soccerzone","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:3882bc92-7ff2-6877-a988-eeea9f9c465d","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Redbull Ultimate Rush","Redbull Ultimate Rush","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:bbcb3c78-2607-1762-6fb5-7d8489a7cde6","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Boxing World Weekly","Boxing World Weekly","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:e9ac022c-1eeb-1ca6-b573-227a0ebe1684","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Final Analysis","Final Analysis","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:b7b642f9-fca3-314b-ef39-0bf2326e380b","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Racing Today","Racing Today","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:5985e3b6-e0b6-ba95-b252-5df0939cf475","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Fut Afrique","Fut Afrique","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:2c018ab7-deb2-c868-39a6-6eab98a11a5e","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Sportsbuzz","Sportsbuzz","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:0df3b7d6-6411-8157-d009-c42b26bf4779","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Hollywoodbets Super League","Hollywoodbets Super League","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:3534141d-cb76-90cc-958d-02023dbdd0bd","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Sport Playback","Sport Playback","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:8397fecc-dc09-a4cb-e2e6-f0a7dc98dcba","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","CAF CCC / CCL","CAF CCC / CCL","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:52991b36-ca67-e401-24c2-841d2e40adb1","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Sports Wrap","Sports Wrap","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:9d0fa3b1-e134-67e4-c54c-92da00643637","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Retro Match","Retro Match","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:969be86e-17ac-c877-17f3-ae3dcfaafb64","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Sports Preview 411","Sports Preview 411","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:42b3a3db-0a05-a309-c3c3-bc6384c9243b","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Redbull Soapbox","Redbull Soapbox","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:2c5dac4f-bc02-e051-2d7f-7f2460af2af8","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Redbull Doccies","Redbull Doccies","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:82b3d406-21e5-6358-169c-15ddacdb1c37","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","NBA Match","NBA Match","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:f9df2490-e32e-95e1-a375-e958a8f546de","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Soccer Premier League (2000/1)","Soccer Premier League (2000/1)","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:5c387676-5e28-a660-ea64-b0afb0ef9d7c","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Redbull Clip Show","Redbull Clip Show","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:0d47e366-6f6a-de99-df9b-88f736b91217","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","NBA Action","NBA Action","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:bc720dc5-f1fc-dddf-13b7-1d19c8426d0d","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Bundesliga Review","Bundesliga Review","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:4237dd98-39d0-6596-6e90-b5d29f941959","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","TKO Boxing","TKO Boxing","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:af7fbe1e-ee19-0fb9-faaf-03ddaca88a65","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","Game On","Game On","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:8e471273-83f2-79bd-079b-dca34d007d73","tv_slot"
"tv","slot","national","","","national","SABC Sport","SABC Sport - 00:00-23:59","","00:00-23:59","TotalEnergies AFCON Qualifiers","TotalEnergies AFCON Qualifiers","broadcast_investment_vs_value",,,,,"2886","2886",,,,"tv_slot:0f1e41e7-153e-cd97-f2ed-7876f75b4337","tv_slot"
"tv","package","national","","","national","SABC Sport","SABC Sport - 4 Week SABC Sport Channel Package","4 Week SABC Sport Channel Package","","generic","package","broadcast_investment_vs_value","822500","2025000","1202500","146.2",,"822500","822500",,"2025000","tv_package:7f02d34d-99dc-748d-0882-b00580f100fa","tv_package"
"ooh","site","Somerset Mall,","Cape Town","Somerset West","Somerset West","BlackSpace","N2 | Somerset Mall,, Cape Town","","","Cape Town","Cape Town","ooh_cost_vs_raw_rate","50000","60000","10000","20","60000","50000",,,,"ooh_site:853b66f4-6a3c-4394-9ff9-ea3c6e9c551a","ooh"
"ooh","site","Soshanguve","Pretoria","Soshanguve","Soshanguve","BlackSpace","M43 | Soshanguve, Crossing Mall, Pretoria","","","Crossing Mall, Pretoria","Crossing Mall, Pretoria","ooh_cost_vs_raw_rate","25000","30000","5000","20","30000","25000",,,,"ooh_site:46d95f08-87d0-4b95-8b4c-5824b77be98d","ooh"
"ooh","site","The Glen,","Johannesburg","The Glen Mall, Oakdene","The Glen Mall, Oakdene","BlackSpace","N12 | The Glen,, Johannesburg","","","Johannesburg","Johannesburg","ooh_cost_vs_raw_rate","80000","100000","20000","25","100000","80000",,,,"ooh_site:d45a4546-5776-4d3d-9978-d604b3ce5bc4","ooh"
"ooh","site","Western Cape","Cape Town","Brackenfell","Brackenfell","BlackSpace","Cape Gate Mall,, Cape Town","","","Static Hanging Banner | Indoor","Static Hanging Banner | Indoor","ooh_cost_vs_raw_rate","25000","35000","10000","40","35000","25000",,,,"ooh_site:56f6b011-169c-4b69-9e86-30713dbe9795","ooh"
"ooh","site","Western Cape","Cape Town","Brackenfell","Brackenfell","BlackSpace","Cape Gate Mall,, Cape Town","","","Digital Screen | Indoor","Digital Screen | Indoor","ooh_cost_vs_raw_rate","15000","20000","5000","33.33","20000","15000",,,,"ooh_site:128deeaf-4ef3-4fd1-9b5e-24c6bda137f9","ooh"
"ooh","site","Western Cape","Cape Town","Century City","Century City","BlackSpace","Canal Walk Mall,, Cape Town","","","Digital Screen | Indoor","Digital Screen | Indoor","ooh_cost_vs_raw_rate","20000","30000","10000","50","30000","20000",,,,"ooh_site:758d9d34-0f92-401b-8350-fdefd76685f5","ooh"
"ooh","site","Western Cape","Cape Town","Century City","Century City","BlackSpace","Canal Walk Mall,, Cape Town","","","Static Wall Billboard | Outdoor","Static Wall Billboard | Outdoor","ooh_cost_vs_raw_rate","40000","50000","10000","25","50000","40000",,,,"ooh_site:fa95cf87-6d57-4756-91ac-05eb276cf404","ooh"
"ooh","site","Western Cape","Cape Town","Century City","Century City","BlackSpace","Canal Walk Mall,, Cape Town","","","Digital Screen | Indoor","Digital Screen | Indoor","ooh_cost_vs_raw_rate","80000","90000","10000","12.5","90000","80000",,,,"ooh_site:cca155b1-14ba-4edd-9423-b71804cde4d2","ooh"
"ooh","site","Western Cape","Cape Town","Century City","Century City","BlackSpace","Canal Walk Mall,, Cape Town","","","Digital Screen | Indoor","Digital Screen | Indoor","ooh_cost_vs_raw_rate","20000","30000","10000","50","30000","20000",,,,"ooh_site:e9b45bb4-4ef5-4c28-bb70-26ae1ee57c26","ooh"
"ooh","site","Western Cape","Cape Town","Century City","Century City","BlackSpace","Canal Walk Mall,, Cape Town","","","Digital Screen | Indoor","Digital Screen | Indoor","ooh_cost_vs_raw_rate","50000","60000","10000","20","60000","50000",,,,"ooh_site:4d9c89a6-a5f2-4f92-b3ca-a8b3e970efba","ooh"
"ooh","site","Western Cape","Cape Town","Century City","Century City","BlackSpace","Canal Walk Mall,, Cape Town","","","Static Wall Billboard | Outdoor","Static Wall Billboard | Outdoor","ooh_cost_vs_raw_rate","40000","50000","10000","25","50000","40000",,,,"ooh_site:b4935c12-aff7-4e61-8cc8-cc8842516e39","ooh"
"ooh","site","Western Cape","Cape Town","Delft","Delft","BlackSpace","Delft Taxi Rank,, Cape Town","","","Static Tower | Outdoor","Static Tower | Outdoor","ooh_cost_vs_raw_rate","35000","40000","5000","14.29","40000","35000",,,,"ooh_site:068b7bbc-c485-4d9e-89d8-3ab1751e9569","ooh"
"ooh","site","Western Cape","Cape Town","Gugulethu","Gugulethu","BlackSpace","Gugulethu Crossing,, Cape Town","","","Static Wrap | Outdoor","Static Wrap | Outdoor","ooh_cost_vs_raw_rate","55000","70000","15000","27.27","70000","55000",,,,"ooh_site:f6fba2e4-5055-4fe9-bacd-13b8f155fee1","ooh"
"ooh","site","Western Cape","Cape Town","Khaylitsha","Khaylitsha","BlackSpace","Nonkqubela Taxi, Rank, Cape Town","","","Static Billboard | Outdoor","Static Billboard | Outdoor","ooh_cost_vs_raw_rate","50000","65000","15000","30","65000","50000",,,,"ooh_site:522332de-4f7e-4d14-a789-21cf3817bbe8","ooh"
"ooh","site","Western Cape","Cape Town","Langa","Langa","BlackSpace","Langa Taxi Rank,, Cape Town","","","Static Billboard | Outdoor","Static Billboard | Outdoor","ooh_cost_vs_raw_rate","28000","35000","7000","25","35000","28000",,,,"ooh_site:d52c7562-1738-4028-a4ad-dec4bdb7010e","ooh"
"ooh","site","Western Cape","Cape Town","Langa","Langa","BlackSpace","Langa Traffic Circle,, Cape Town","","","Static Billboard | Outdoor","Static Billboard | Outdoor","ooh_cost_vs_raw_rate","35000","45000","10000","28.57","45000","35000",,,,"ooh_site:b3095573-3576-4514-a96c-c623294c08fb","ooh"
"ooh","site","Western Cape","Cape Town","Somerset West","Somerset West","BlackSpace","Somerset Mall,, Cape Town","","","Digital Screen | Outdoor","Digital Screen | Outdoor","ooh_cost_vs_raw_rate","50000","60000","10000","20","60000","50000",,,,"ooh_site:31269a59-d3a3-4927-8d19-d7830aa189ec","ooh"
"ooh","site","Western Cape","Cape Town","Wynberg","Wynberg","BlackSpace","Wynberg Taxi Rank,, Cape Town","","","Static Billboard | Outdoor","Static Billboard | Outdoor","ooh_cost_vs_raw_rate","35000","45000","10000","28.57","45000","35000",,,,"ooh_site:b88ab6fc-f5ab-456f-acfc-9b40ee5367b4","ooh"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 00:00-01:00","","00:00-01:00","spot","spot","broadcast_investment_vs_value",,,,,"210","210",,,,"radio_slot:bf924000-c193-eaa4-4f98-7f1999a9b17b","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 00:00-01:00","","00:00-01:00","spot","spot","broadcast_investment_vs_value",,,,,"240","240",,,,"radio_slot:4b38211f-ccc6-423e-bc19-ff7a7d47dd25","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 00:00-01:00","","00:00-01:00","spot","spot","broadcast_investment_vs_value",,,,,"210","210",,,,"radio_slot:8663ade1-40db-4370-e217-4a2a882ae734","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 00:00-06:00","","00:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"240","240",,,,"radio_slot:5c5d759e-e509-ee90-161c-a0df2ceb2974","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 01:00-05:00","","01:00-05:00","spot","spot","broadcast_investment_vs_value",,,,,"240","240",,,,"radio_slot:ec72fe80-89a4-b505-b9bd-411c099c3ca6","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 01:00-06:00","","01:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"210","210",,,,"radio_slot:f2990c8d-54b7-149d-2e3d-e59ee79747f4","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 01:00-06:00","","01:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"210","210",,,,"radio_slot:ece1218f-a4b5-2836-36e3-587b69998830","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 05:00-06:00","","05:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"240","240",,,,"radio_slot:4b7da79a-8e84-9419-5f81-61a9ea297a85","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:03dc1bad-7f2e-9e32-524c-c33d2a16c964","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"600","600",,,,"radio_slot:4e4612e5-75d2-34b9-fb6d-2c5138434901","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"3450","3450",,,,"radio_slot:b62fea7d-3917-b608-1b23-567d26c31f00","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"3450","3450",,,,"radio_slot:ed69e9ad-272f-03ca-936f-92b89129a0fb","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"1170","1170",,,,"radio_slot:38a99bc9-9a9f-75b3-e2f3-f85458a5ba35","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"2130","2130",,,,"radio_slot:374920db-a4ef-9f78-ab3e-adc7558e6525","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"4170","4170",,,,"radio_slot:a5ad55a6-0e2c-5564-4870-9a068092f336","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"4170","4170",,,,"radio_slot:b31d0a8d-5e1a-0c6e-d599-8bc2672d9833","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"960","960",,,,"radio_slot:63542f7f-17ad-f2b6-c597-a706cfddda13","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"780","780",,,,"radio_slot:b6d8314e-3906-4866-3e25-4d908da89d76","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"2490","2490",,,,"radio_slot:bdc2ef07-5d94-4649-b97a-1ea1aa03cdd7","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"2730","2730",,,,"radio_slot:3cfb8a62-825b-228d-6546-536701c92237","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"3210","3210",,,,"radio_slot:c1e864bf-1ef2-4b2b-fd52-7d2d1ba26564","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"540","540",,,,"radio_slot:c6a6a647-e33d-fe07-5d57-976428f55064","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"330","330",,,,"radio_slot:66cab6ce-607d-e50c-2145-b9e4ead4912a","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"3210","3210",,,,"radio_slot:9863e213-c27f-968b-bff6-d461e2820e24","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 18:00-22:00","","18:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"300","300",,,,"radio_slot:486b54fa-b767-75e3-5787-9953b32b04f8","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 18:00-22:00","","18:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"2010","2010",,,,"radio_slot:160671ac-6893-f27f-55cd-34e3fd6c36cc","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 18:00-22:00","","18:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"540","540",,,,"radio_slot:a6e761c3-1615-99bd-581c-5209cecd2d9f","radio_slot"
"radio","slot","western_cape","Plettenberg Bay","","Plettenberg Bay","Good Hope FM","Good Hope FM - 18:00-22:00","","18:00-22:00","spot","spot","broadcast_investment_vs_value",,,,,"2010","2010",,,,"radio_slot:6d2b493b-bab3-8808-17f2-8680fc6f33d2","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 00:00-04:00","","00:00-04:00","spot","spot","broadcast_investment_vs_value",,,,,"185","185",,,,"radio_slot:18ec6345-5ef6-d2fc-5433-7694416b44f3","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 00:00-06:00","","00:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"185","185",,,,"radio_slot:591f3b77-c631-fba3-1a15-b84a49a1d36e","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 00:00-06:00","","00:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"185","185",,,,"radio_slot:d8a43e7f-95fb-84d2-99cc-352b893ab3dd","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 04:00-06:00","","04:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"280","280",,,,"radio_slot:b59fe4d8-b81f-3ed1-6d6a-58ed78090103","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"4450","4450",,,,"radio_slot:fe3e031b-c944-4503-fc25-032b1d79a75a","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 09:00-13:00","","09:00-13:00","spot","spot","broadcast_investment_vs_value",,,,,"2950","2950",,,,"radio_slot:685e4521-91fd-37dd-3e83-a952a75d054f","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 13:00-16:00","","13:00-16:00","spot","spot","broadcast_investment_vs_value",,,,,"2950","2950",,,,"radio_slot:3ee4148a-b53b-ec01-a6cd-aa1cecf83dc9","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 16:00-19:00","","16:00-19:00","spot","spot","broadcast_investment_vs_value",,,,,"3450","3450",,,,"radio_slot:e1f41e11-b126-71f8-dbb0-417a24555807","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 19:00-21:00","","19:00-21:00","spot","spot","broadcast_investment_vs_value",,,,,"1450","1450",,,,"radio_slot:c6cef577-170b-8ade-69f2-64d00fe32b86","radio_slot"
"radio","slot","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - 21:00-00:00","","21:00-00:00","spot","spot","broadcast_investment_vs_value",,,,,"950","950",,,,"radio_slot:895ccda9-4cd7-b3a4-3307-c66730fd389b","radio_slot"
"radio","package","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - Impact Plus Package - Feature Sponsorship","Impact Plus Package - Feature Sponsorship","","generic","package","broadcast_investment_vs_value","44438","59250","14812","33.33",,"44438","44438",,"59250","radio_package:afa00ffe-751d-8016-bb75-2541c12a07fe","radio_package"
"radio","package","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - Impact Plus Package - Generics","Impact Plus Package - Generics","","generic","package","broadcast_investment_vs_value","45720","60960","15240","33.33",,"45720","45720",,"60960","radio_package:a814a078-8d1f-6c86-4716-65f8aad889df","radio_package"
"radio","package","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - Impact Plus Package - Social Media","Impact Plus Package - Social Media","","generic","package","broadcast_investment_vs_value","25200","28000","2800","11.11",,"25200","25200",,"28000","radio_package:0582a917-f896-3324-14ce-0c8007031aad","radio_package"
"radio","package","western_cape","Winelands","","Winelands","Smile 90.4FM","Smile 90.4FM - Impact Plus Package - Social Media Boosting","Impact Plus Package - Social Media Boosting","","generic","package","broadcast_investment_vs_value","2000","2000","0","0",,"2000","2000",,"2000","radio_package:a52c2b6d-3f5c-0fbd-3688-639e324bd75d","radio_package"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 00:00-05:00","","00:00-05:00","spot","spot","broadcast_investment_vs_value",,,,,"600","600",,,,"radio_slot:5fbdeb6d-21c7-1e4c-fb68-90c5713113a1","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 00:00-06:00","","00:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"600","600",,,,"radio_slot:b9c8a6ab-b3ae-882a-060b-082aa90d18a7","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 00:00-06:00","","00:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"600","600",,,,"radio_slot:f51943b8-2232-473b-a3e3-1742d9d7a95f","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 05:00-06:00","","05:00-06:00","spot","spot","broadcast_investment_vs_value",,,,,"1320","1320",,,,"radio_slot:37768fd8-c400-6b53-e284-08d41f47d793","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"2240","2240",,,,"radio_slot:26dc7c3a-517f-bb17-2215-10859138c1a6","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"7050","7050",,,,"radio_slot:c9a7ce9d-9a6c-1320-1e02-26e38b232b8a","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 06:00-09:00","","06:00-09:00","spot","spot","broadcast_investment_vs_value",,,,,"1740","1740",,,,"radio_slot:825a8932-cf8a-ee6d-968b-c15e96d79b43","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"3260","3260",,,,"radio_slot:85fc3523-2c73-175e-728b-42f14a83d953","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"2950","2950",,,,"radio_slot:e655395b-5eb1-a654-d113-4c24f312811c","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 09:00-12:00","","09:00-12:00","spot","spot","broadcast_investment_vs_value",,,,,"3520","3520",,,,"radio_slot:3493c576-9b72-3057-552f-fc1c3a416a1a","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"1160","1160",,,,"radio_slot:12aba9da-0a95-f567-05be-bfb79e8b984d","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"3420","3420",,,,"radio_slot:a3c76a13-2757-efd8-bd40-5f25c5b8168b","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 12:00-15:00","","12:00-15:00","spot","spot","broadcast_investment_vs_value",,,,,"1110","1110",,,,"radio_slot:42ff2fe6-9d10-fc8e-5fd3-079c66723a56","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"1050","1050",,,,"radio_slot:1889fc10-451d-177f-94e9-a0743352627d","radio_slot"
"radio","slot","western_cape","Worcester","","Worcester","Algoa FM","Algoa FM - 15:00-18:00","","15:00-18:00","spot","spot","broadcast_investment_vs_value",,,,,"980","980",,,,"radio_slot:f0e1f4a1-a3b8-e768-abcb-ddc435e74eee","radio_slot"
