"channel","inventory_row_type","province","city","suburb","area","market_scope","coverage_type","outlet_name","inventory_name","media_subtype","package_name","slot_label","language_display","duration_seconds","rate_type","cost_zar","raw_rate_zar","investment_zar","cost_per_month_zar","value_zar","exposure_count","monthly_exposure_count","duration_weeks","duration_months","is_national","has_pricing","inventory_key","source_type"
"radio","slot","national","","","national","national","national","5FM","5FM - 06:00-07:00","spot","","06:00-07:00","english","30","spot","9210.00","9210.00","","","","","","","","true","true","radio_slot:90290113-d3c5-19a7-e736-2ee69a10edee","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 07:00-08:00","spot","","07:00-08:00","english","30","spot","10110.00","10110.00","","","","","","","","true","true","radio_slot:881ebc12-b418-698f-65f4-dbf5ab66ac32","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 07:00-10:00","spot","","07:00-10:00","english","30","spot","2490.00","2490.00","","","","","","","","true","true","radio_slot:6ef4b2a5-c863-f25d-925c-d5aaef9ac468","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 07:00-10:00","spot","","07:00-10:00","english","30","spot","1290.00","1290.00","","","","","","","","true","true","radio_slot:4be3b479-25f7-772f-fadf-17bbc5d4c8b3","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 08:00-09:00","spot","","08:00-09:00","english","30","spot","10110.00","10110.00","","","","","","","","true","true","radio_slot:c37ff0be-e402-0557-2618-cd0c72954925","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 09:00-12:00","spot","","09:00-12:00","english","30","spot","8760.00","8760.00","","","","","","","","true","true","radio_slot:56b22871-f342-833b-7bae-3b14bdaea11c","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 10:00-14:00","spot","","10:00-14:00","english","30","spot","4170.00","4170.00","","","","","","","","true","true","radio_slot:dc9f450b-2ccd-fd25-360a-0b76511c693a","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 10:00-14:00","spot","","10:00-14:00","english","30","spot","3210.00","3210.00","","","","","","","","true","true","radio_slot:6ccc54cd-1e4c-eef5-2cc1-8d216f69a720","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 12:00-15:00","spot","","12:00-15:00","english","30","spot","4410.00","4410.00","","","","","","","","true","true","radio_slot:7883894e-b279-ce9d-d072-d1efed533ac0","radio_slot"
"radio","slot","national","","","national","national","national","5FM","5FM - 14:00-18:00","spot","","14:00-18:00","english","30","spot","2250.00","2250.00","","","","","","","","true","true","radio_slot:f943276b-4f5a-342f-908f-2cea44d5b57e","radio_slot"
